future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values,Bi_values
25,12-30 10:30,2.3487391,2.26,2.3381989793113207,1.2149144
25,12-30 10:45,2.490423,2.407,2.4748045807208694,1.1852597
25,12-30 11:00,2.6243515,2.57,2.608526334844284,1.1715187
25,12-30 11:15,2.7552235,2.729,2.739710894587025,1.1783538
25,12-30 11:30,2.8779433,2.872,2.8686900851479686,1.2045039
25,12-30 11:45,2.9987175,3.0410000000000004,2.995510000802141,1.2476248
25,12-30 12:00,3.105233,3.222,3.119715850860336,1.301712
25,12-30 12:15,3.2121248,3.395,3.240215438680635,1.3784
25,12-30 12:30,3.3066213,3.56,3.3552335080540376,1.4643342
25,12-30 12:45,3.3954036,3.725,3.4623586972335456,1.5608404
25,12-30 13:00,3.471474,3.884,3.5586753391527117,1.6604738
25,12-30 13:15,3.5370865,4.033,3.640964393824372,1.7690212
25,12-30 13:30,3.5839024,4.149,3.705951745095133,1.8782907
25,12-30 13:45,3.6155074,4.208,3.750577938167899,1.9849205
25,12-30 14:00,3.6335227,4.235,3.772261350457935,2.0948517
25,12-30 14:15,3.6319907,4.236,3.769127080375779,2.201141
25,12-30 14:30,3.6135142,4.189,3.740176697248149,2.301081
25,12-30 14:45,3.5668714,4.13,3.685379683222554,2.3942351
25,12-30 15:00,3.5041487,4.057,3.605675826791312,2.4847982
25,12-30 15:15,3.4204574,3.911,3.502888388572231,2.5666356
25,12-30 15:30,3.3231018,3.745,3.379559509988705,2.649127
25,12-30 15:45,3.2071624,3.561,3.238730377047843,2.721577
25,12-30 16:00,3.075201,3.378,3.0836972186599354,2.7883296
25,12-30 16:15,2.9299214,3.201,2.917778579220638,2.8487587
25,12-30 16:30,2.6627495,3.033,2.7441280277967417,2.9101562
25,12-30 16:45,2.5227015,2.828,2.565619251071974,2.9635377
25,12-30 17:00,2.3705566,2.6340000000000003,2.384818087611957,3.0075943
25,12-30 17:15,2.2084715,2.449,2.204040173749388,3.036912
25,12-30 17:30,2.0374644,2.279,2.0254763563417404,3.0565922
25,12-30 17:45,1.8746904,2.128,1.851354016849072,3.0607858
25,12-30 18:00,1.7054238,1.975,1.6840936721073536,3.0549874
25,12-30 18:15,1.5433745,1.804,1.5264188974242732,3.030422
25,12-30 18:30,1.4054124,1.669,1.3813844755055498,2.9973798
25,12-30 18:45,1.2774282,1.545,1.2523017034478188,2.9497037
25,12-30 19:00,1.1696868,1.454,1.142558819802882,2.8873088
25,12-30 19:15,1.081559,1.388,1.0553550806746104,2.8108795
25,12-30 19:30,1.0188966,1.321,0.9933851152254776,2.7242076
25,12-30 19:45,0.98395306,1.286,0.9585224260324738,2.6240618
25,12-30 20:00,0.9647476,1.288,0.95155470042047,2.5145977
25,12-30 20:15,0.983181,1.318,0.9720179627105195,2.3985658
25,12-30 20:30,1.0179547,1.392,1.0181624760928574,2.2765121
25,12-30 20:45,1.0673743,1.488,1.0870630862578683,2.151988
25,12-30 21:00,1.1401662,1.5980000000000003,1.1748640277103526,2.0194013
25,12-30 21:15,1.2248842,1.698,1.2771271723352626,1.895871
25,12-30 21:30,1.3202718,1.827,1.3892369047717044,1.7724676
25,12-30 21:45,1.422435,1.959,1.5068069853937394,1.6589934
25,12-30 22:00,1.5336872,2.083,1.6260359525661054,1.5558676
25,12-30 22:15,1.6435498,2.212,1.743967190116551,1.4637967
25,12-30 22:30,1.7552017,2.327,1.8586257891052296,1.3858988
25,12-30 22:45,1.8950214,2.435,1.9690235764255073,1.2543309
25,12-30 23:00,1.9858425,2.559,2.075042725095566,1.2067413
25,12-30 23:15,2.08423,2.671,2.1772242039048884,1.1786523
