Location,Future_Step,Segment_R2,Segment_MSE,Segment_MAE,Total_R2,Total_MSE,Total_MAE
"TOB_utide(20,23,25,27)(21)",23,"[0.9889887929230261, 0.7733150523583183, 0.9540893397406183, 0.9537700967767087, 0.8714219913200459, 0.9402787439056922, 0.8763682716236944, 0.8581983384842827, 0.7384531380693188, 0.9412885348037585, 0.9764862062015033, 0.9638981999707973, 0.9545704644268366, 0.963570605480697, 0.9064465757584506, 0.9518947568609256, 0.9480926711085302, 0.6958358458348233, 0.8281128674327439, 0.8835584388323224, 0.9291561166067119, 0.9650034752838432, 0.9602187476173116, 0.9655221412451268, 0.9641111910283342, 0.9865235273619958, 0.9719157145620261, 0.9680701235874951, 0.8516949197062451]","[0.0088653194514032, 0.12366057192237895, 0.016333685808378292, 0.010660720625171295, 0.03426671362771648, 0.01642831382236501, 0.06589696677895163, 0.08356411243230058, 0.28424309566015965, 0.060276826547254476, 0.031179650739937705, 0.0547470367428841, 0.06991092433994879, 0.05109397050445661, 0.1194102616726136, 0.04885399633698879, 0.0412094728852662, 0.19339459163854505, 0.09906256634418378, 0.07383572090430261, 0.056958144145770086, 0.034647109260898805, 0.05100829570558871, 0.049005167604690474, 0.05561734021963731, 0.020973531725954814, 0.03805495090091529, 0.038575426707724084, 0.1544828875595729]","[0.07178543000000001, 0.34555749500000005, 0.10215581699999995, 0.091688951, 0.14061623499999998, 0.10653163400000003, 0.231372016, 0.27066116, 0.4897602809999999, 0.215234013, 0.15127648100000002, 0.196272509, 0.23006955399999998, 0.19098194600000004, 0.291476428, 0.182251646, 0.17009603799999998, 0.39422558299999994, 0.28937793799999995, 0.23785257400000007, 0.186246319, 0.15612538000000004, 0.200389229, 0.17909532299999995, 0.20566236899999996, 0.12166843000000004, 0.16316913899999996, 0.16653379099999996, 0.33837161699999996]",0.9252786659242259,0.07267442980371738,0.21716449610215055
"TOB_utide(20,23,25,27)(21)",25,"[0.9834557375955753, 0.9942758216648476, 0.9653483776494882, 0.8857187655450638, 0.7970040216790204, 0.940905222238642, 0.8500866075748272, 0.8125355796199857, 0.7257350657033566, 0.9263102647311469, 0.9740220899808928, 0.9553164459793893, 0.9176337129155966, 0.8680002373161433, 0.7769521319398159, 0.8001516028746741, 0.7741719214672466, 0.20529823753457166, 0.4622325389998925, 0.612863596810639, 0.7865085532044995, 0.9156268041807321, 0.938492857987239, 0.9835631788763514, 0.9340547838418143, 0.9687531446950441, 0.9405225587712579, 0.9167673349365896, 0.9434981143978877]","[0.013320081102622698, 0.0031226385963197055, 0.012328045578655794, 0.026353512083710503, 0.054099492814649784, 0.01625598016212921, 0.07990536062306522, 0.1104733028812588, 0.2980648033015579, 0.07565444630392419, 0.034447106591581705, 0.06776094742617321, 0.12675241320146427, 0.18513598894954342, 0.2846951301517005, 0.2029590170220602, 0.17928597517482, 0.5052897283319304, 0.3099279392669017, 0.2454836153959079, 0.17164610433565244, 0.08353078935554431, 0.07886565404255219, 0.02336250576868746, 0.1021961337815081, 0.04862970665088431, 0.0805935088030193, 0.10055584084831282, 0.0588555322790418]","[0.09760436499999997, 0.04841912100000005, 0.09237353399999997, 0.14908437300000002, 0.19289594799999996, 0.09823115000000002, 0.250205596, 0.30223943999999997, 0.49926475899999995, 0.24020507999999996, 0.15840927100000002, 0.21739162200000006, 0.304331023, 0.3492046479999999, 0.4402838930000001, 0.371714714, 0.35479384799999997, 0.6133433429999999, 0.469626401, 0.411497191, 0.343317568, 0.22674514299999998, 0.24295804200000007, 0.1255397909, 0.28149914060000003, 0.1834743052, 0.25756965299999995, 0.27482976200000003, 0.19719764]",0.8741075328080611,0.12244378908544773,0.268502677375672
"TOB_utide(20,23,25,27)(21)",27,"[0.9863465156289376, 0.9911176453478827, 0.9086136701727662, 0.7226271013270182, 0.6524749070808192, 0.9322657302039685, 0.815150393276626, 0.7943117595941536, 0.7971596688499283, 0.8242772721018755, 0.9563450929115244, 0.9234836331175258, 0.8988723847564561, 0.8650301061413208, 0.8010266650059001, 0.8816177633834303, 0.8857367086115742, 0.3207046436516534, 0.5820882132092488, 0.6111937170757047, 0.7326574224361398, 0.8972843733038303, 0.9050769664911406, 0.9634094668606445, 0.9316765933836821, 0.9531953035758899, 0.9023859605206873, 0.9016523920531888, 0.9815202430067377]","[0.010992664085604802, 0.004845478571583206, 0.03251261450272529, 0.06396282007046959, 0.09261725982355898, 0.01863255921778921, 0.09852671764222441, 0.12121265056806887, 0.22044219236745832, 0.18040783609337877, 0.05788707546589612, 0.11603422393781751, 0.15562397829458038, 0.18930174016894213, 0.25396673815137477, 0.12022484404268022, 0.0907141652019474, 0.43191167086574794, 0.24085231678861366, 0.24654248795666656, 0.21494215646889206, 0.1016900840814319, 0.12171216018826113, 0.0520080212053671, 0.10588164554985502, 0.07284248718069142, 0.13226960991510434, 0.11881664974896092, 0.019249551101443906]","[0.08192447800000002, 0.06078199000000005, 0.15154914299999994, 0.21593990000000002, 0.25620344999999994, 0.09906515000000002, 0.265954836, 0.3143635209999999, 0.43648580699999995, 0.3918386459999999, 0.20559737700000003, 0.28361802300000005, 0.317391992, 0.3851603230000001, 0.445067014, 0.30177448400000007, 0.25087612, 0.6070749179999999, 0.472259517, 0.47634244000000003, 0.42955115899999996, 0.257231007, 0.2876271485, 0.18710497539999998, 0.28188032630000004, 0.2350636891, 0.327256917, 0.32314253699999995, 0.119268753]",0.8722143992230506,0.12428506247188631,0.2870328912735215
"TOBmulti(20,23,25,27)(21sfinal)",20,"[0.9837197052802986, 0.9770577269283699, 0.9261960683615739, 0.5184273654436741, 0.29092054893828756, 0.6717845652170091, 0.5922822763572559, 0.581149731346958, 0.858659818996156, 0.6805225409613598, 0.8913538834199649, 0.8512382763566377, 0.8632702544682238, 0.8384711932190007, 0.822593796632023, 0.8997202503964654, 0.934261210779302, 0.47486544283646015, 0.5668416720849907, 0.48227396307994364, 0.4639986804346956, 0.46362932671201684, 0.3789873413537852, 0.4090171451294665, 0.3820745108953758, 0.4803486093811139, 0.49807167024364163, 0.5666874813872347, 0.7047360865262327]","[0.013107556005822599, 0.012515408009012012, 0.026257305470982498, 0.11105174269856918, 0.18897339240421954, 0.09028654982480994, 0.2173176873196968, 0.24682962504034275, 0.15360524799700198, 0.32799534673276215, 0.14406641472855886, 0.22559161990953458, 0.21041163582881076, 0.22655188751257743, 0.22643875772862013, 0.1018405936675511, 0.052190334385435494, 0.3338926755411806, 0.24963925429279343, 0.3282906445394784, 0.43094250286420693, 0.5310153928847435, 0.7962745120343366, 0.8399945617369725, 0.9576069293648264, 0.8087372133896786, 0.680126186113662, 0.5234976511446753, 0.30756344863722257]","[0.096434982, 0.09181220400000005, 0.137027747, 0.3047026220000001, 0.3704893979999999, 0.2583619650000001, 0.406305652, 0.40580500999999986, 0.3589645939999999, 0.5264762019999999, 0.30531829800000004, 0.37926918, 0.3820995779999999, 0.40185802600000003, 0.40826932499999996, 0.278812185, 0.20274485700000003, 0.536158672, 0.42829812300000003, 0.459447714, 0.5443960610000002, 0.638800971, 0.7936093489999999, 0.8223234149999997, 0.8706202079999998, 0.8062405040000001, 0.7348276319999998, 0.640555589, 0.483635696]",0.6713518106993002,0.31964525337879685,0.4488129262768817
"TOBmulti(20,23,25,27)(21sfinal)",23,"[0.9778724092808995, 0.9374169992301209, 0.8088068089533205, -0.024163675168928478, -0.1973600691896611, -0.19607677709101812, 0.30195878468020476, 0.10113056135852205, 0.8203579514869191, 0.700327635934745, 0.9340416725617592, 0.8961080785268678, 0.864113016989348, 0.7316671450689565, 0.6720693328119787, 0.5781718020547724, 0.477011997114707, 0.27821109638059716, 0.338538868635334, 0.5059607785703367, 0.7752854921253375, 0.9215717020098398, 0.9482424087946915, 0.9511190643829314, 0.9490650843763904, 0.9559335449472439, 0.9599216442584461, 0.8809624277518413, 0.7242852213382883]","[0.017815318433611897, 0.034140112735032424, 0.0680210106675509, 0.23617446834549752, 0.3191027378741916, 0.32902061903495416, 0.3720630567928172, 0.529706253295698, 0.1952308339819571, 0.30766220957680046, 0.0874617524734046, 0.15754823409296936, 0.2091147194921697, 0.37634968014521, 0.4185660449829392, 0.42839391077758604, 0.41520263871182883, 0.4589300492947075, 0.3812154885082631, 0.3132708090089166, 0.1806693918812398, 0.07764524711097719, 0.06636459033045021, 0.06947700724743988, 0.07893448159657149, 0.0685809423523021, 0.05430723396195059, 0.1438128066767556, 0.28719997363639427]","[0.10000324499999998, 0.13412149000000004, 0.219098869, 0.41442661300000005, 0.45562364999999994, 0.5033133569999999, 0.49584862700000004, 0.6187591269999999, 0.34113019720000004, 0.4469293954, 0.25548654600000004, 0.34429062200000005, 0.38226687899999995, 0.5322125510000001, 0.5380995940000001, 0.569508053, 0.5644973059999999, 0.5215923809999999, 0.512056393, 0.46014558999999994, 0.353311688, 0.250149096, 0.218209264, 0.21958354100000002, 0.233689763, 0.231218937, 0.19196856999999998, 0.32379988000000004, 0.4557523849999999]",0.759957444785899,0.23346686785759746,0.3792756494825269
"TOBmulti(20,23,25,27)(21sfinal)",25,"[0.9810043978591048, 0.9594075206285345, 0.8353981523349119, 0.27818907282031113, 0.023029213502957835, 0.43884434103258163, 0.5291003082049409, 0.5083663967912053, 0.8092198428715328, 0.6931532255171431, 0.9030164629415246, 0.8623852581743835, 0.8365681595020321, 0.8091274229457515, 0.7446277459976149, 0.8025696678884784, 0.7737347529328373, 0.10930227200859599, 0.17815261930120563, 0.0924286018659658, 0.1536786485228634, 0.251619094303391, 0.22240008795068522, 0.27984140814375436, 0.2067048929259535, 0.2285618956507336, 0.06398083450818359, -0.09276753778394609, -0.14784390145381798]","[0.015293698499499589, 0.022143901776651508, 0.05856057935238899, 0.16645123831844091, 0.26036783822705445, 0.15436449049489206, 0.2509943179956765, 0.28972104596590453, 0.20733547346899317, 0.31502790366866407, 0.12860165564607393, 0.20868763665510565, 0.25150314419109987, 0.2677079306643928, 0.3259535171648666, 0.20050331507320057, 0.1796330453333076, 0.5663261795297995, 0.4736498274145807, 0.5754920131726436, 0.6804383275189677, 0.7409088536288333, 0.9970537345805605, 1.023598731776955, 1.2293794396895255, 1.200594694976204, 1.2683307703796276, 1.3202047360839695, 1.1956585709201675]","[0.10505113799999996, 0.11566095100000001, 0.181441734, 0.35769895200000007, 0.4021952809999999, 0.329611497, 0.41482063900000005, 0.4610659559999999, 0.3827082099999999, 0.503295034, 0.30447593100000003, 0.37265792500000006, 0.4338295729999999, 0.422049898, 0.465981028, 0.377623358, 0.35980261400000013, 0.644122638, 0.5492246719999999, 0.6141876660000001, 0.692120432, 0.7585959270000001, 0.887768719, 0.9117149539999998, 0.985271135, 0.981070613, 1.000059666, 1.0106512191, 0.9685768466]",0.46469814649097485,0.5206378801694118,0.5623104421908602
"TOBmulti(20,23,25,27)(21sfinal)",27,"[0.974977288446017, 0.9546597759400575, 0.823847538256345, 0.30751946355977233, 0.09098543027256945, 0.5899473816229346, 0.5869638626323402, 0.6369414596825166, 0.7909297855296293, 0.6067784700517894, 0.7329243113361098, 0.5995072352242741, 0.5451915028798088, 0.3923508249295383, 0.3168714078177727, 0.26934004286103663, 0.27557466495613336, 0.07674271506841668, 0.2049716949727497, 0.4435514852203106, 0.634770910955316, 0.6944937109166891, 0.6807287509302473, 0.6033614994147027, 0.5167786609141135, 0.4012088914025824, 0.26777020238439175, 0.04615728793936169, -0.17819940962391723]","[0.020146231917685494, 0.024733878877586112, 0.06266995395487228, 0.1596875836339342, 0.24225715006836976, 0.11279858360217888, 0.2201524558467593, 0.21395140478826044, 0.22721268583655096, 0.4037055773708005, 0.3541464539933493, 0.6073323792913417, 0.6998989100412117, 0.8522570698136746, 0.8719356304683015, 0.7420326047714496, 0.5751246854622112, 0.5870282975543922, 0.4581933681478437, 0.35284460997326156, 0.29364244453609833, 0.3024560256657286, 0.4093758066281892, 0.5637628582983937, 0.7488542079662409, 0.9319029282166457, 0.9921907772227585, 1.152365551135731, 1.227278570357588]","[0.11743159499999999, 0.13870927700000002, 0.18250384699999997, 0.341812088, 0.3802784079999999, 0.28386928699999997, 0.410140399, 0.370214627, 0.41691335599999996, 0.517795933, 0.5187895180000001, 0.677171278, 0.724362384, 0.795315485, 0.7980625100000001, 0.7437728389999998, 0.654271151, 0.604895067, 0.548154967, 0.49529301100000006, 0.46378485500000005, 0.483913226, 0.569693648, 0.664645642, 0.773131491, 0.8615451359999997, 0.881955493, 0.935170239, 0.9800228589999999]",0.476828031928203,0.5088402788733614,0.5710529152889785
"MIL2019_utide(20,23,25,27)(1,11final)",20,"[0.9952088958936469, 0.9734944123350893, 0.8490364025475488, 0.7236583627136441, 0.3425656689976254, 0.873431679629802, 0.330806758074648, 0.7198306077972767, 0.7018986709248967, 0.5597572092782354, 0.8852681752092317, 0.7982146198167734, 0.7748146509794347, 0.49981767423733126, 0.5523291605850593, 0.08623585263127687, 0.7918262508545739, -0.09983294434830059, 0.37744590009233603, 0.5226554366033418, 0.6139187307395847, 0.7973959186792202, 0.8146186010888133, 0.9565222350310091, 0.9114156185112888, 0.9257846579007976, 0.8504615986297964, 0.7309588578221637, 0.9132762744869016]","[0.003497931878402694, 0.015577146412549871, 0.06942965910692647, 0.11871303279131551, 0.2447072794593451, 0.04832158064395386, 0.26146171557401315, 0.21537442554032146, 0.16197811616181532, 0.3750159280217405, 0.08986995056736737, 0.16522067262600718, 0.20141971964080496, 0.4354424846862366, 0.36128210045765435, 0.6434301022928404, 0.17063547682559746, 0.5959405957352508, 0.3645186570117551, 0.28866568449849694, 0.24266603673010986, 0.14555520035851408, 0.14189710354638152, 0.03668666357505534, 0.07871428379230737, 0.06582874346353515, 0.12858936484540995, 0.21461099942179185, 0.06329550980182419]","[0.04420153480000003, 0.10620172299999997, 0.22784862599999994, 0.3328770211, 0.4577793201, 0.18804950829999995, 0.42694066150000004, 0.436320243, 0.34153607780000017, 0.5236206233, 0.2807474211, 0.3825745059, 0.4323252644, 0.6371031734, 0.5941296636, 0.7215110505999999, 0.39646679190000006, 0.745764785, 0.5898732056, 0.5214707586, 0.457179687, 0.33916112749999994, 0.3494349444000001, 0.1483656149, 0.24395780370000003, 0.1958396232, 0.32891962729999996, 0.43618674850000005, 0.2181299438]",0.72825983757648,0.20018774517598104,0.3753508181216398
"MIL2019_utide(20,23,25,27)(1,11final)",23,"[0.9861867090051532, 0.9620806760977704, 0.9676466809626655, 0.9708216319579064, 0.6234331500948169, 0.9370698484836162, 0.5968010584749848, 0.7365559494077645, 0.3421530719968442, 0.7532063913158983, 0.9622465881391449, 0.9595232365439252, 0.9489318786336977, 0.7438513932702857, 0.7105325554960308, 0.19900248671546017, 0.852332297598607, 0.055343373693496734, 0.5657502942403974, 0.7042600961442405, 0.7189277629409743, 0.8952922496468981, 0.9152806580566604, 0.9310579081198886, 0.9606701434888267, 0.9317742561471317, 0.9342807888549105, 0.863085963014756, 0.9331730864119718]","[0.010084930288293374, 0.022284918476713968, 0.014879613030202698, 0.012534674818434106, 0.14016403620780804, 0.024025635977003797, 0.15753459593442268, 0.20251716510582704, 0.3574516304620121, 0.21022839247127081, 0.029572416056939704, 0.03314213387443599, 0.04567848988809582, 0.22299465618508887, 0.23360781439590292, 0.5640250970593325, 0.12103999142274058, 0.5118588559646464, 0.2542624320917937, 0.17884347770208664, 0.1766640633269719, 0.07522433646143863, 0.06484700895948384, 0.058173536122892014, 0.03494771239471531, 0.06051599120429829, 0.056512518134838895, 0.10921473970272189, 0.04877377602277751]","[0.07292460179999999, 0.11978620460000002, 0.10623554899999998, 0.09852663300000002, 0.33080481119999994, 0.11990290599999998, 0.29975511099999996, 0.41321410300000005, 0.547770057, 0.373984726, 0.152546185, 0.15861039799999999, 0.17114989710000003, 0.4238749219, 0.4685829749, 0.6506043531, 0.3104573071, 0.6936847039, 0.4836183087, 0.3942542927, 0.36666884159999996, 0.21360181709999998, 0.19272398420000006, 0.19821737820000002, 0.16000684420000003, 0.2181175359, 0.18119146479999995, 0.2720171467, 0.1763451757]",0.815006304096482,0.13628265518211458,0.2847375770766129
"MIL2019_utide(20,23,25,27)(1,11final)",25,"[0.9847206079820745, 0.9636697269186373, 0.9550833436726653, 0.985275688777797, 0.8323526135128279, 0.9636488336329107, 0.6808092816236258, 0.7935373575296062, 0.6041157228017706, 0.7081151501153244, 0.9723703499302363, 0.945524033362439, 0.9116807401313842, 0.6483769029717508, 0.6337255036430972, 0.1672499757401713, 0.8453287453237723, 0.1454830592810228, 0.5677925020223746, 0.6893060435258065, 0.7609481413592513, 0.8848351147364312, 0.9028267290903169, 0.9478631795932791, 0.9496586955073023, 0.9308384431049146, 0.9164742881120657, 0.85461129014874, 0.936542231898098]","[0.01115531435671416, 0.021351044547693526, 0.02065761673447178, 0.006325386424267324, 0.06240096374826686, 0.013878242296108465, 0.12471158940857614, 0.15871388615292725, 0.21511004207061282, 0.2486388651033428, 0.021642428249455673, 0.04460459841856239, 0.07899821475506101, 0.30611164600746077, 0.295593118284923, 0.5863837346177401, 0.1267806503040607, 0.4630169857474848, 0.2530666760311787, 0.1878866766115077, 0.15025273621909085, 0.08273697074376156, 0.07437966141801419, 0.04399319954690946, 0.04473226162128973, 0.06134605403151807, 0.07182448214984259, 0.11597488797902616, 0.046314797468994556]","[0.07472392350000001, 0.10663328449999998, 0.12889417420000002, 0.07153834419999999, 0.20625423060000003, 0.09887215129999997, 0.2613347663, 0.36248255499999993, 0.4054768836000001, 0.396643386, 0.12112337000000001, 0.1798792409, 0.2422597269, 0.5212880074999999, 0.5316298657, 0.6704032552, 0.32671797869999997, 0.6533078478000002, 0.48400932239999994, 0.4078923372999999, 0.3331103505, 0.23045011439999996, 0.20647787820000002, 0.18473121149999996, 0.17828928440000008, 0.21693445649999993, 0.20270889399999997, 0.2762130587, 0.1775778026]",0.8188080857007656,0.13348192789828053,0.2820248540591398
"MIL2019_utide(20,23,25,27)(1,11final)",27,"[0.9747544148564177, 0.9432109822129057, 0.9311157881387125, 0.9547401518913676, 0.8106187794313536, 0.974113198005185, 0.6773104848324509, 0.7996208663415424, 0.4768306640550425, 0.5345858475018601, 0.8987847934218608, 0.8442131348021735, 0.7593075389066192, 0.5138958065482202, 0.6496491326994889, 0.237673219969465, 0.8814100579918344, 0.2575984064470117, 0.6691822950839571, 0.7934657412163881, 0.8031998851661164, 0.90288456941759, 0.9143837683506456, 0.9543732183555478, 0.9624188574768172, 0.9377901660920531, 0.9466199641792788, 0.9176549867801761, 0.9327661518977027]","[0.01843152123235392, 0.03337450411882593, 0.03168053377162567, 0.019443084601407326, 0.07049063470017697, 0.009883130206261729, 0.12607861070250528, 0.15403731457835568, 0.28427241077023946, 0.3964578727737768, 0.07928232317782466, 0.1275573613455549, 0.21529024087911072, 0.4231865200160578, 0.28274233229242857, 0.5367949699800271, 0.09720558612386362, 0.4022676809330575, 0.19370079729551637, 0.12489794114323917, 0.12369598759932772, 0.06976984799208111, 0.06553351824375693, 0.03850001004873134, 0.03339384063076558, 0.055179900562357914, 0.045901954539548005, 0.06568566220561825, 0.04907077811054797]","[0.09807526260000003, 0.13471009850000001, 0.14385393459999998, 0.1240868595, 0.22525188999999993, 0.08288180849999999, 0.26342884699999997, 0.351478919, 0.4697431547, 0.5348733627000001, 0.24985798390000002, 0.33496947400000004, 0.4439889935, 0.6226045651, 0.5242501997, 0.6354251054999999, 0.29282612410000003, 0.5924386063999999, 0.4086234953, 0.3226410787, 0.28793301500000007, 0.20615668929999997, 0.20566885890000008, 0.1710409129, 0.1599622311, 0.20766262180000003, 0.16583903449999998, 0.2047619752, 0.18204014770000002]",0.8076629157037823,0.14169244205783918,0.29570375891465056
"MIL2019multi(20,23,25,27)(11final)",20,"[0.9770571194557681, 0.9450773400071709, 0.9455781506234979, 0.8379885211976921, 0.6009131962393306, 0.852109051335791, 0.5941373336315546, 0.7792124787865131, 0.4811725393638121, 0.5167653389006883, 0.6872020640406428, 0.530393453182786, 0.2644462766193856, 0.09133877890930198, -0.12406599025665388, -0.5862095508189316, -0.06564447710531685, -0.734087295674279, -0.09043404677442846, 0.20205673018339076, 0.4687295247084401, 0.6268716824052661, 0.5647003743241601, 0.6116611975558022, 0.5031644976514824, 0.45127323204997327, 0.23972379185045534, 0.03772843607806475, -0.13028837238993285]","[0.016750342187646587, 0.03227765884276514, 0.025029149503204826, 0.06959817631715792, 0.1485463131618026, 0.056462188812225846, 0.15857534474021837, 0.1697258404066455, 0.2819131835057853, 0.4116380749525138, 0.2450160196920698, 0.3845110555792695, 0.6579247956781734, 0.7910509417669915, 0.9071507148950648, 1.1169347981974016, 0.8734855101754573, 0.9396090754977362, 0.6384723100354845, 0.48254208350787486, 0.33392270212354186, 0.2680635388630073, 0.33319284686063755, 0.3276814024035335, 0.44147794535246143, 0.48671868399762147, 0.6537680877769939, 0.7675928684243813, 0.8249435587576265]","[0.09116682219999998, 0.1598953478, 0.13419041510000002, 0.17970952440000004, 0.32281782300000006, 0.1912425205, 0.3684253459, 0.3605785740999999, 0.47426733060000004, 0.580657088, 0.4458970559, 0.5722354667, 0.7261779492999999, 0.7909212028, 0.8512155600999999, 0.9208842030999999, 0.8222988117, 0.8345471108999999, 0.6853902856, 0.5866795229999999, 0.48343618159999996, 0.45451110529999994, 0.5085300303, 0.5186130958, 0.6084462916000001, 0.6351897598, 0.7435111960999999, 0.791401712, 0.7958992559000001]",0.37322906209958406,0.4617346942060233,0.5504160714280913
"MIL2019multi(20,23,25,27)(11final)",23,"[0.9715474056276323, 0.9457803752336673, 0.9478001812105709, 0.8095232523921149, 0.5174691255080011, 0.7145739889310643, 0.42785217536199427, 0.6522853224128013, 0.6267075598043186, 0.620858047310294, 0.9489404110514984, 0.92626526803899, 0.8608309934192457, 0.7175599554104717, 0.7095363538286712, 0.2608599827535044, 0.8524774658486712, 0.4120955479424683, 0.6381704783436948, 0.6500111671221993, 0.5106577904424838, 0.5173735786402989, 0.5097774124305725, 0.5297790361156822, 0.5683889202129241, 0.5387003566076196, 0.5930083924544441, 0.5565134706686488, 0.5878227455147489]","[0.020772923040096904, 0.031864490012299546, 0.024007215548337176, 0.08182651230848174, 0.1796054936346932, 0.10897068058902025, 0.2235449230799013, 0.26729846664725376, 0.20283440677015577, 0.32296785827383595, 0.03999520397379021, 0.060373561253220596, 0.12448137683071415, 0.2458831279242589, 0.23441177525101117, 0.5204679328633539, 0.12092100017782455, 0.3185539505748967, 0.21185887510968826, 0.21164955832030258, 0.3075692711680908, 0.34672936991876363, 0.3752327130859542, 0.3967738065713775, 0.3835208470309591, 0.4091711366647946, 0.34997560380582876, 0.3537640619552194, 0.30082851373145686]","[0.098407206, 0.14957690729999998, 0.1396174196, 0.21759058630000003, 0.371822958, 0.2804274273, 0.3782695119999999, 0.4495011890000001, 0.3519870367000001, 0.45423556370000007, 0.15735052300000002, 0.2132192454, 0.28773510370000005, 0.4433517772, 0.41062025310000005, 0.5551691940000001, 0.2558912679999999, 0.5331155966, 0.3996907958, 0.3707123587000001, 0.4432778365, 0.49293787680000006, 0.5072594156000001, 0.5755270880000001, 0.549535663, 0.5786502045999999, 0.5175497169000001, 0.5044306159, 0.4645997381]",0.6856194357855399,0.23160042194704403,0.3836208076512097
"MIL2019multi(20,23,25,27)(11final)",25,"[0.9822008135669169, 0.9592424901164741, 0.9117845648372189, 0.7162703801036296, 0.3495393316427323, 0.6119377822936152, 0.20203183923667922, 0.5335489127794986, 0.6081051235336408, 0.5319430762918405, 0.8920657713207185, 0.9021369003626062, 0.9029739058981562, 0.7338343121254436, 0.7932620542112131, 0.3729717256612447, 0.8322639791718414, 0.33764360458792475, 0.17634092066207474, -0.13908365292638414, -0.5516369541876178, -0.6194203581447866, -0.6461917879529226, -0.6094187140100145, -0.5658006396139355, -0.6037436326968575, -0.5489555431013655, -0.6220283963785282, -0.48307151120956004]","[0.012994988264052786, 0.023952900305135274, 0.04057115552807468, 0.12188682097053041, 0.24211157379981632, 0.14815539696603236, 0.31177559965539997, 0.35857462573956844, 0.21294233749456218, 0.3987090880548943, 0.08454536318605166, 0.08012972561577197, 0.08678614642043588, 0.23171520163091772, 0.166842940667046, 0.44152407145767375, 0.13748955385746853, 0.3588954730800662, 0.48226989667296394, 0.6888406982857133, 0.9752599260719785, 1.1634269811239248, 1.2600500803441883, 1.3580321563078264, 1.3913386743514637, 1.4225148761958466, 1.3319602699783122, 1.2938732433986793, 1.0824231410629723]","[0.08231972070000002, 0.13147546109999997, 0.16957717649999998, 0.28993447170000003, 0.4250233589, 0.3250241641, 0.4312546325, 0.5193095097, 0.3700349432, 0.5021402939, 0.22858063880000004, 0.2202353714, 0.2344204483, 0.4285631113, 0.37668031030000015, 0.5206281700000001, 0.3212955157, 0.5056463782999999, 0.5456201303, 0.6933925241, 0.8498607303, 0.9505374509000001, 0.9834792855, 1.0549496666, 1.0546863926, 1.0707213455, 1.0139986271, 0.9831890064999999, 0.9283976014]",0.24281063552434612,0.5578123976733721,0.5670183287096774
"MIL2019multi(20,23,25,27)(11final)",27,"[0.9883346667880283, 0.9597464864968309, 0.9327052040014614, 0.7511031577761769, 0.31705103279130664, 0.40238449007438604, -0.08622044994897271, 0.3408905622957299, 0.370501688781969, 0.35687617264007554, 0.6426722675233375, 0.6799794471100133, 0.7384331926567462, 0.47091597875168445, 0.5831248797563597, 0.09823356300750041, 0.5655539168327867, -0.04818475773155484, -0.2675033543858396, -0.6278062005964244, -0.9940516492206544, -1.0318747356824596, -1.0871378437695212, -1.0259863979085933, -1.0030567509016786, -1.12174937481874, -1.0821023736159288, -1.234986513244361, -1.192417996951383]","[0.008516730175042026, 0.023656705196863564, 0.03094954561691806, 0.10692308000604901, 0.25420422374414336, 0.22815919475334795, 0.42439917880538813, 0.5066767479405684, 0.34204795696315676, 0.5478378840795228, 0.2798964081028986, 0.2620309308564341, 0.23396154870451685, 0.4606033619218038, 0.3364291479583316, 0.634981874118335, 0.3561059685026065, 0.5679552082641863, 0.742150153002202, 0.9843870175925713, 1.2533335576689897, 1.4597432210035646, 1.5975648930927546, 1.70953317036241, 1.7798755818221141, 1.8819841199702545, 1.7904178412578688, 1.7828228256054144, 1.6001412992200486]","[0.05542649299999997, 0.1030165264, 0.14304164480000003, 0.27489794260000006, 0.4294159253, 0.42009025829999996, 0.48865566820000006, 0.6031988355, 0.48920846119999994, 0.5851376799000001, 0.44176160870000003, 0.42050747599999994, 0.3960338213, 0.5235593706000001, 0.47310463340000003, 0.6816506990000001, 0.5139803038999999, 0.5830492225, 0.6926935995000001, 0.8343775366, 0.9664685483999998, 1.0620544281000002, 1.1088835494, 1.1828776359, 1.194213699, 1.2322476864999998, 1.187704807, 1.1678786065000002, 1.1383855820000002]",-0.06393094859331727,0.7837852738524902,0.6802726656989248
